TPM2_W1,TPM2_W2,TPM2_W3
-0.0248039671612705,0.264345438323455,0.61289439117873
0.205978156891798,0.432853124667481,0.737646498174997
0.456167560907245,0.49496467340714,0.585858147809725
0.925270516337113,0.833683345891847,0.805398966616211
1.31808259277927,1.13942870657328,1.06361957242225
1.33930242795544,1.13092624712972,1.0265998043019
1.47170236381811,1.27696252078864,1.21622977107489
1.60708980612461,1.40380642401055,1.35470402258802
1.46827845568676,1.28585167567938,1.21360779720936
1.39871355289851,1.24578597560563,1.14357539618533
1.77277031416207,1.67525385025841,1.60544278508039
1.85865078887271,1.73525648036222,1.65263423437255
1.45721135031062,1.22240366401363,1.01318708197186
1.21436378361967,0.999482927583217,0.828227545058619
1.24411087871431,1.14459571042879,1.09970554306649
1.20877958518596,1.17314154274738,1.16995618468215
0.716787319932641,0.706818461441269,0.720529009868421
0.173095335613489,0.165157195310558,0.207391555662403
-0.261052874070284,-0.264839353154344,-0.244296336711568
-0.325170478077921,-0.295631047569534,-0.273085440753202
-0.233270120588898,-0.220046544293074,-0.191082241187182
-0.0955893500328389,-0.104827380516941,-0.0997227706755239
-0.184936821256421,-0.237840246028477,-0.255564316564695
-0.25351550691589,-0.196842773344524,-0.153527262910461
-0.613902360867867,-0.36610384118482,-0.214589702762714
-1.00525388685527,-0.736894264435467,-0.588870610544254
-1.03031953962588,-0.812754553696521,-0.737923338161337
-1.29342359646249,-1.10313992533967,-1.04187524827807
-1.1566327030806,-0.928030696105372,-0.813922995904495
-1.02356444421102,-0.74062334041439,-0.575712230107973
-1.23693200225694,-0.93500002058489,-0.748160374953279
-1.67562665508761,-1.3900636574708,-1.26751263980913
-1.80707548125659,-1.54553036704635,-1.49226947015884
-1.88147017981697,-1.64008218094299,-1.60261481590846
-1.93616977352861,-1.65377607000912,-1.5500130508621
-1.93334819903484,-1.73710300058303,-1.5919975444954
-1.41756013224759,-1.49655017872112,-1.4496222327661
-0.80307592213209,-0.976243935618735,-0.947768877248249
-1.17912780127006,-1.31917868036467,-1.21147629765192
-1.33735203434627,-1.47342209244705,-1.33709791231362
-1.20779850974646,-1.3314024207775,-1.17668931461165
-1.20441304042789,-1.3814060362753,-1.26730022391819
-0.832434093250369,-1.05691404734572,-0.971281542579437
-0.324902304544554,-0.537944800091741,-0.391837099506736
-0.18411154629604,-0.351986430739829,-0.125190680924733
-0.180525970139885,-0.355919801819314,-0.13151449181408
0.0118890665422373,-0.213459533222004,-0.0942593894791134
-0.0367156314811634,-0.141447218571513,0.0577610118828519
-0.128477605682621,-0.00154668681685527,0.365101597491203
-0.07737643006371,0.0606619145619516,0.32037369096159
0.421117045832314,0.503266232023377,0.611182826373199
0.884554083301152,0.963381889043286,0.975826005779735
0.952510051998074,1.00652942168095,0.958305863804535
1.1795301813589,1.2824749848456,1.29998292735388
1.06410132957841,1.19985379260785,1.27406280465809
1.13709894531066,1.24904536570515,1.3164411377953
1.41577907637717,1.45822784054928,1.41153871111902
1.59789295337231,1.64916960703302,1.53692405260014
1.30875744833023,1.38802814789414,1.28116123973824
0.995179193420799,0.918073095335432,0.667506696867486
0.686582218847163,0.355649871067782,-0.0861738467105167
0.0938369093153192,-0.31431087182501,-0.696485857262883
-0.478343600543212,-0.827640904520072,-1.0627569300369
-0.973885244755312,-1.29668129709906,-1.4797763103919
-1.21317408676605,-1.56226238733354,-1.754689664823
-1.41873634163386,-1.82346780167249,-2.09242849510188
-1.4517678373712,-1.84908616846266,-2.15058451227612
-1.63588614988235,-1.99690666768019,-2.28811082865103
-2.01021175328449,-2.3172777579795,-2.54406165503801
-2.30490141284973,-2.72036453231006,-2.96700480513613
-2.25482432579026,-2.78646236163003,-3.08719781266554
-1.84194535858142,-2.2952620645038,-2.55277010959798
-1.49739115818799,-1.75644729502024,-1.85519834722966
-1.34131101434403,-1.43418698163993,-1.43475030100686
-0.956999322419039,-1.05390107936801,-1.11763559787575
-0.445309613961755,-0.555513176753521,-0.677123586635327
-0.286619095860667,-0.352716460496561,-0.480025375323908
-0.147876480632866,-0.194339445648609,-0.30775547912465
-0.030790277618893,-0.0972507599869064,-0.221830134506209
0.0012606311304434,-0.0642140797446938,-0.171277323346995
0.311251986378587,0.230150476578667,0.15282649983627
0.670970942920741,0.716670476688283,0.755271941704369
0.991406591036018,1.16312538299755,1.33248100581721
1.29036254886089,1.46572058523435,1.61955784174422
1.71009459837666,1.76642100547918,1.69432765374488
1.82099696420269,1.79457438951096,1.60012088261992
1.54591512486951,1.54183617119734,1.40014261768848
1.41500456258372,1.36010227417316,1.26066517549448
1.34370980465769,1.27514421937941,1.21928737676407
1.28370388504687,1.26346970222149,1.23843853764245
1.35097759559551,1.38138735681007,1.41262883126521
1.18515032407424,1.20842355803038,1.23162602741147
0.867117294183376,0.878187288792969,0.848775259625137
0.616351429905047,0.591613554001651,0.523295725710672
0.183337370141824,0.147827568720128,0.0107145798631468
-0.220441730654373,-0.299237525338763,-0.440058904941485
-0.392010152550399,-0.367906576550682,-0.277219657085254
-0.397553560602216,-0.204106557270581,0.0677706473479306
-0.579877676585884,-0.404719978845385,-0.165844710759271
-0.613164116380382,-0.457731640017331,-0.259263381854341
-0.617358628733271,-0.502961677297706,-0.359214900438315
-0.62960361685259,-0.6036660912508,-0.536561341810992
-0.52861064746149,-0.536276627843497,-0.498218252234114
-0.430926521230399,-0.416360171436935,-0.370304394666796
-0.294320596486383,-0.267340687197706,-0.187775732677367
-0.151509435717984,-0.167929678697799,-0.125616239644162
0.0624384172444511,-0.0230053732595134,-0.0726644089784382
0.18336683799163,0.0565831112549712,-0.135087169639292
0.091953973011538,-0.174881559392985,-0.606931882069962
0.0124321051446458,-0.350199525127978,-0.830582218968947
0.241820870731289,0.0181408172567955,-0.275458464574226
0.38140989414469,0.255573113532623,0.0182045596457824
0.586579812386961,0.471657049469203,0.197999117100184
0.566319294176405,0.545099403310013,0.323123795795072
0.295540744634372,0.332819849186952,0.126016802588216
0.196004698777865,0.219168082092802,-0.0216574280657917
0.118341982697936,0.129470146176651,-0.142018920471161
0.276319049310367,0.324041219519405,0.081890834949406
0.27963895772122,0.439765554010684,0.355891191350697
0.129229928313378,0.437239171763953,0.597413417557289
-0.0611574839189883,0.411169787988347,0.771888015594657
-0.141175548187833,0.321361137094855,0.660106076138597
-0.151557684801825,0.206782462302043,0.414212858341524
-0.453844638553527,-0.0989502052248462,0.0764392840935017
-0.809147345960972,-0.473996525897583,-0.277274841091225
-0.717434773802258,-0.465101205707714,-0.305364762428352
-0.543940612759704,-0.360490559713323,-0.254650900480518
-0.207985979042365,-0.0373277592727791,0.0901060292914048
0.115173331708919,0.319402785930611,0.505193554121798
-0.368433134484615,-0.11905854110506,0.122250168713655
-0.77334424806435,-0.63092588630637,-0.455067424966151
-0.792260223424506,-0.81410222327059,-0.754147847235864
-0.636213450464824,-0.623628629636341,-0.504664485243831
-0.426840939842272,-0.275591667221325,-0.105409803634362
-0.669791650900964,-0.457313535511586,-0.284109207010969
-0.605871252120345,-0.361878559955919,-0.0878756555084744
-0.353224422726248,-0.0525156213647576,0.301688490105358
-0.519770865257746,-0.193355795320137,0.160278257213365
-0.873891831611743,-0.567419614450868,-0.26205309712722
-1.18759471745237,-0.897562404691029,-0.628957521107409
-1.31564188640405,-1.02731456061259,-0.755705177527728
-1.26899843889255,-1.01802110560603,-0.775892672832113
-1.06637744009732,-0.734538667681013,-0.444833106325675
-0.53732316131169,-0.170609823249649,0.0899939976865272
0.131800093764765,0.338739934676297,0.412931947857415
0.492614440488004,0.468184371345154,0.398980435210796
0.841264865178,0.671328949081175,0.51668324728213
0.927655229206099,0.752714759761518,0.566977475055288
0.903414886523797,0.776214213950165,0.62856776512578
0.985223751252675,0.942239431429858,0.909112073092679
1.36540194188228,1.36375108482354,1.43068187176617
1.30330058191509,1.32255921300177,1.39946232689621
1.117502454694,1.12663932085763,1.15590518398783
1.48526784875113,1.4517051904934,1.38133787246363
1.56664207460913,1.43898751888671,1.24302440383764
1.10991357342824,0.988173803885163,0.798186134259568
0.467456968528335,0.381438392460294,0.206304501042793
0.229132553546504,0.135261129805252,-0.0599015765470661
0.368133254453275,0.275280613380124,0.100348830818907
0.511551555495644,0.366298256389039,0.195558915586729
0.509951342569549,0.31242541696076,0.109709565549078
0.487508187997406,0.250920352069941,-0.0129749638984797
